design_sku,description
PSAV333,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV334,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV335,"Sophisticated with a touch of whimsy, our Feathered Friends wallpaper design boasts ornate florals and delicately drawn birdcages in a charcoal and ballet slipper pink colorway. Part of Astek Home's peel and stick wallpaper collection which has been fine-tuned for the simplest installation and removal in your home. "
PSAV336,"Fun in the Sun, part of our collection of vintage wallpaper designs, features illustrative bouquets in a palette of blue, pink, and butter yellow. Printed on our easy to install, easy to remove self-adhesive wallpaper."
PSAV338,"Our Enchanted Woods wallpaper design features trees with stylized leaves in a pinky peach hue. Printed on our easy to install, easy to remove self-adhesive wallpaper."
PSAV340,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV341,"This charming vintage design features ittle frames with ceramic hens, roosters, and potted plants perched inside. Digitally printed to order on self-adhesive wallpaper material."
PSAV344,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV345,"This 1940s-50s era wallpaper design may be vintage, but Azalea's beautifully illustrated blossoms and taupe background will be right at home in just about any space. Printed on our self-adhesive wallpaper for both easy install and easy removal."
PSAV346,This tropical wallpaper design features stylized palms in beige and taupe on a greyish blue ground. Bora Bora is digtially printed to order on our self-adhesive wallpaper material.
PSAV349,"A classic ditsy pattern, Afternoon Stroll features little flowers in white and mocha on a pleasing powder blue ground. Part of Astek Home's peel and stick wallpaper collection which has been fine-tuned for the simplest installation and removal in your home. "
PSAV350,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV354,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV355,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV356,Arbor depicts a nature trail of little trees and stone steps in this vintage wallpaper design from the 1940s-50s. Printed on our self-adhesive wallpaper for both easy install and removal.
PSAV356,Arbor depicts a nature trail of little trees and stone steps in this vintage wallpaper design from the 1940s-50s. Printed on our self-adhesive wallpaper for both easy install and removal.
PSAV358,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV359,"Little stamped butterflies and leaves are scattered atop a mint green ground in this 1940s-50s wallpaper design. Part of Astek Home's peel and stick wallpaper collection, this product has been fine-tuned for the simplest installation and removal in your home. "
PSAV360,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV361,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV361,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV362,"From our catalog of vintage wallpaper designs, Garden Cottage features leafy branches in a soft ballet pink hue. Printed on our self-adhesive wallpaper for both easy install and removal."
PSAV363,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV363,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV363,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV363,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV364,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV364,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV365,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV368,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV369,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV370,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV371,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV374,"Our vintage Grand Pile wallpaper features ballerinas dancing en pointe in pink, yellow, and bue tutus. Digitally printed to order on our self-adhesive wallpaper material."
PSAV375,"Bright and cheerful, this 1940s-50s era wallpaper design features illustrative cherries in a fun palette of pink and chartreuse. Part of Astek Home's peel and stick wallpaper collection, this product has been fine-tuned for the simplest installation and removal in your home. "
PSAV378,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV380,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV389,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV394,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV396,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV397,"In this charming ocean toile, coral snd sea fans undulate on a cheerful seafoam green background. Part of Astek Home's peel and stick wallpaper collection, which has been fine-tuned for the simplest installation and removal in your home. "
PSAV399,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV402,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV403,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSAV404,This vintage stripe in golden yellow and faded peach would look right at home in a retro kitchen or charming breakfast nook. Printed on our easy to install self-adhesive wallpaper.
PSAV404,This vintage stripe in golden yellow and faded peach would look right at home in a retro kitchen or charming breakfast nook. Printed on our easy to install self-adhesive wallpaper.
PSAV406,"Our Fine and Dandy wallpaper design features cheerful medallions in orange, green, and white on a sandy beige ground. Printed on our easy to install self-adhesive wallpaper material."
PSAV406,"Our Fine and Dandy wallpaper design features cheerful medallions in orange, green, and white on a sandy beige ground. Printed on our easy to install self-adhesive wallpaper material."
PSAV406,"Our Fine and Dandy wallpaper design features cheerful medallions in orange, green, and white on a sandy beige ground. Printed on our easy to install self-adhesive wallpaper material."
PSAV410,"Featuring a unique texture, this nature-inspired wallpaper depicts vines and blooms in yellow, pink, and purple. Printed on our self-adhesive wallpaper for both easy install and removal."
PSAV411,"Done in a classic ditsy style, our Petals wallpaper features countless tiny flowers in a cheerful color palette. Part of Astek Home's peel and stick wallpaper collection, which has been fine-tuned for the simplest installation and removal in your home. "
PSAV411,"Done in a classic ditsy style, our Petals wallpaper features countless tiny flowers in a cheerful color palette. Part of Astek Home's peel and stick wallpaper collection, which has been fine-tuned for the simplest installation and removal in your home. "
PSAV412,"Carefully reproduced from an original 20s-30s era wallpaper pattern, this colorful floral adds a retro touch to interiors. Part of Astek Home's peel and stick wallpaper collection, this product has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space."
PSAV413,"In our Mabel wallpaper, little sprigs of flowers are scattered across a peachy-beige background. Digitally printed on our high-quality, self-adhesive wallpaper material."
PSAV415,"Featuring a unique texture, this vintage pattern of geometric leaves would be perfectly at home in a retro kitchen or charming nook. Printed on our self-adhesive wallpaper for both easy install and easy removal."
PSAV417,"This 20s-30s era vintage wallpaper features a stained glass inspired floral in shades of pink, apricot, and lilac. Part of Astek Home's peel and stick wallpaper collection, this product has been fine-tuned for the simplest installation and removal in your home. "
PSAV420,"This sweet floral features pink, yellow, and blue flowers atop a creamy yellow background. Digitally printed to order on our self-adhesive wallpaper."
PSAV421,"Beautifully drawn branches and blossoms are juxtaposed against a textured background in this authentic vintage wallpaper design. Part of Astek Home's peel and stick wallpaper collection, this product has been fine-tuned for the simplest installation and removal in your home. "
PSAV422,In this 20s-30s era floral little leaves and flower blossoms climb up a golden beige ground. Digitally printed to order on our self-adhesive wallpaper.
PSAV426,"Our lovely Martha wallpaper features stylized flowers in periwinkle, pink, and lavender. Part of Astek Home's peel and stick wallpaper collection, this product has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space."
PSAV428,"In this vintage design colorful leaves are juxtaposed with abstract marks making this design different and special. Part of Astek Home's peel and stick wallpaper collection, which has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space."
PSAV436,Dottie features little pink and yellow bellflowers scattered atop a sugary pink background. Digitally printed to order on our self-adhesive wallpaper.
PSAV438,"In this 20s-30s era vintage wallpaper, magenta and purple flowers trail up a buttery yellow ground. Part of Astek Home's peel and stick wallpaper collection, which has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space."
PSAV439,"This charming vintage wallpaper features both floral and geometric motifs in a pleasing palette of green and beige. Part of Astek Home's peel and stick wallpaper collection, which has been fine-tuned for the simplest installation and removal in your home. "
PSAV440,"Our Sandra wallpaper features little bellflowers in shades of lilac and yellow. Part of Astek Home's peel and stick wallpaper collection, which has been fine-tuned for the simplest installation and removal in your home. "
PSAV442,Flower stems juxtaposed with geometric elements make this vintage pattern unique. Digitally printed to order on our self-adhesive wallpaper.
PSAV443,"Preserving marks from the original print, this restored vintage wallpaper features illustrative flower stems atop a subtle floral background. Part of Astek Home's peel and stick wallpaper collection, which has been fine-tuned for the simplest installation and removal in your home. "
PSAV445,"This nature-inspired vintage wallpaper features stylized leaves and flowers on a buttery yellow ground. Part of Astek Home's peel and stick wallpaper collection, this product has been fine-tuned for the simplest installation and removal in your home. "
PSAV445,"This nature-inspired vintage wallpaper features stylized leaves and flowers on a buttery yellow ground. Part of Astek Home's peel and stick wallpaper collection, this product has been fine-tuned for the simplest installation and removal in your home. "
PSFH100,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH100,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH100,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH103,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH103,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH103,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH103,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH106,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH106,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH106,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH106,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH110,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH110,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH110,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH111,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH111,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSFH111,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA100,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA100,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA107,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA107,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA107,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA107,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA109,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA109,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA109,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA109,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA111,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA111,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA111,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA113,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA113,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA113,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJA113,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJF100,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJF105,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJF105,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSJF105,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSKA101,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSKA101,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSKA101,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSKA109,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSKA109,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSKA109,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSKA111,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSKA111,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSKA111,Update your space in minutes with our self-adhesive wallpaper. Astek Home's peel and stick wallpaper collection has been fine-tuned for the simplest installation and removal in your home. All digitally printed to order for your space.
PSSOW102,"Inspired by archery practice at summer camp, Bows + Arrows features colorful shapes traveling in the air. Bows + Arrows is part of Astek Home's peel and stick wallpaper collection. Our self-adhesive wallpaper has been fine-tuned for the simplest installation and removal in your space."
PSSOW102,"Inspired by archery practice at summer camp, Bows + Arrows features colorful shapes traveling in the air. Bows + Arrows is part of Astek Home's peel and stick wallpaper collection. Our self-adhesive wallpaper has been fine-tuned for the simplest installation and removal in your space."
PSSOW108,"Fleurdy emobodies the vivid colors and curvaceous shapes of 1970s interior textiles. This modern floral is part of Astek Home's peel and stick wallpaper collection. Our self-adhesive wallpaper has been fine-tuned for the simplest installation, removal, and re-use anywhere in your home. All digitally printed to order for your space."
PSSOW112,"Taking inspiration from prohibition era bars and cabaret, Open Bar features bold shapes in a timeless Art Deco style. Open Bar is part of Astek Home's peel and stick wallpaper collection. Our self-adhesive wallpaper has been fine-tuned for the simplest installation and removal in your space."
